system	surface	frame	state	role	status	source_path	repo_path	size_bytes	notes
amp	canonical	frame12	r2scan	check		/data/Seafile/amp/frames/frame12/r2scan/amp_frame12_dry_r2scan.xyz	data/primary_calculations/canonical_surface/amp/checks/frame12/r2scan/amp_frame12_dry_r2scan.xyz	12225	non-primary check or exploratory calculation
amp	canonical	frame12	r2scan	check		/data/Seafile/amp/frames/frame12/r2scan/amp_frame12_dry_r2scan_trj.xyz	data/primary_calculations/canonical_surface/amp/checks/frame12/r2scan/amp_frame12_dry_r2scan_trj.xyz	545919	non-primary check or exploratory calculation
amp	canonical	frame15	initial	primary		/data/Seafile/amp/frames/frame15/frame15.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/initial/frame15.xyz	12026	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.bibtex	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.bibtex	4659	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.cpcm_corr	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.cpcm_corr	234604	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.densitiesinfo	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.densitiesinfo	1838	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.engrad	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.engrad	18324	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.inp	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.inp	586	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.opt	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.opt	133544	
amp	canonical	frame15	solvated	primary	normal	/data/Seafile/amp/frames/frame15/amp_frame15.out	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.out	20162338	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15.xyz	12247	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/amp_frame15_trj.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/amp_frame15_trj.xyz	979297	
amp	canonical	frame15	solvated	primary		/data/Seafile/amp/frames/frame15/frame15.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/solvated/frame15.xyz	12026	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15.xyz	12247	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.bibtex	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.bibtex	4334	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.densitiesinfo	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.densitiesinfo	1838	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.engrad	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.engrad	18324	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.inp	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.inp	578	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.opt	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.opt	127880	
amp	canonical	frame15	dry	primary	normal	/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.out	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.out	14679163	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry.xyz	12218	
amp	canonical	frame15	dry	primary		/data/Seafile/amp/frames/frame15/dry/amp_frame15_dry_trj.xyz	data/primary_calculations/canonical_surface/amp/selected_frames/frame15/dry/amp_frame15_dry_trj.xyz	729790	
amp	canonical	frame15	opt_anim	check		/data/Seafile/amp/frames/frame15/opt_anim/opt.xyz	data/primary_calculations/canonical_surface/amp/checks/frame15/opt_anim/opt.xyz	979297	non-primary check or exploratory calculation
amp	aluminium		docking	primary	not_normal	/data/Seafile/amp/al_surf/al_docking/docking.docker.struc1.preopt198.out	data/primary_calculations/aluminium_surface/amp/docking/raw/docking.docker.struc1.preopt198.out	514004	docking provenance used for frame selection
amp	aluminium		docking	primary	not_normal	/data/Seafile/amp/al_surf/al_docking/docking.docker.struc1.preopt35.out	data/primary_calculations/aluminium_surface/amp/docking/raw/docking.docker.struc1.preopt35.out	544075	docking provenance used for frame selection
amp	aluminium		docking	primary		/data/Seafile/amp/al_surf/al_docking/docking.inp	data/primary_calculations/aluminium_surface/amp/docking/raw/docking.inp	122	docking provenance used for frame selection
amp	aluminium		docking	primary	normal	/data/Seafile/amp/al_surf/al_docking/docking.out	data/primary_calculations/aluminium_surface/amp/docking/raw/docking.out	24252	docking provenance used for frame selection
amp	aluminium		docking	primary		/data/Seafile/amp/al_surf/al_docking/flower_ring_al.xyz	data/primary_calculations/aluminium_surface/amp/docking/raw/flower_ring_al.xyz	9539	docking provenance used for frame selection
amp	aluminium	frame15	initial	primary		/data/Seafile/amp/al_surf/frames/frame15/frame15.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/initial/frame15.xyz	12019	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.bibtex	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.bibtex	4659	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.cpcm_corr	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.cpcm_corr	237035	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.densitiesinfo	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.densitiesinfo	1838	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.engrad	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.engrad	18324	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.inp	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.inp	586	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.opt	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.opt	128880	
amp	aluminium	frame15	solvated	primary	normal	/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.out	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.out	7549100	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15.xyz	12258	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/amp_al_frame15_trj.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/amp_al_frame15_trj.xyz	362934	
amp	aluminium	frame15	solvated	primary		/data/Seafile/amp/al_surf/frames/frame15/frame15.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/solvated/frame15.xyz	12019	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15.xyz	12258	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.bibtex	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.bibtex	4334	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.densitiesinfo	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.densitiesinfo	1838	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.engrad	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.engrad	18324	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.inp	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.inp	581	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.opt	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.opt	122368	
amp	aluminium	frame15	dry	primary	normal	/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.out	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.out	8946959	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry.xyz	12266	
amp	aluminium	frame15	dry	primary		/data/Seafile/amp/al_surf/frames/frame15/dry/amp_al_frame15_dry_trj.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame15/dry/amp_al_frame15_dry_trj.xyz	456070	
amp	aluminium	frame16	initial	primary		/data/Seafile/amp/al_surf/frames/frame16/frame16.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/initial/frame16.xyz	12016	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.bibtex	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.bibtex	4659	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.cpcm_corr	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.cpcm_corr	235437	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.densitiesinfo	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.densitiesinfo	1838	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.engrad	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.engrad	18324	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.inp	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.inp	586	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.opt	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.opt	134184	
amp	aluminium	frame16	solvated	primary	normal	/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.out	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.out	17000707	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16.xyz	12258	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/amp_al_frame16_trj.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/amp_al_frame16_trj.xyz	826254	
amp	aluminium	frame16	solvated	primary		/data/Seafile/amp/al_surf/frames/frame16/frame16.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/solvated/frame16.xyz	12016	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16.xyz	12258	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.bibtex	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.bibtex	4334	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.densitiesinfo	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.densitiesinfo	1838	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.engrad	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.engrad	18324	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.inp	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.inp	581	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.opt	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.opt	132892	
amp	aluminium	frame16	dry	primary	normal	/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.out	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.out	7732286	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry.xyz	12266	
amp	aluminium	frame16	dry	primary		/data/Seafile/amp/al_surf/frames/frame16/dry/amp_al_frame16_dry_trj.xyz	data/primary_calculations/aluminium_surface/amp/selected_frames/frame16/dry/amp_al_frame16_dry_trj.xyz	371040	
cmp	canonical		docking	primary		/data/Seafile/cmp/docking/docking.inp	data/primary_calculations/canonical_surface/cmp/docking/raw/docking.inp	118	docking provenance used for frame selection
cmp	canonical		docking	primary	normal	/data/Seafile/cmp/docking/docking.out	data/primary_calculations/canonical_surface/cmp/docking/raw/docking.out	24460	docking provenance used for frame selection
cmp	canonical		docking	primary		/data/Seafile/cmp/docking/flower_ring.xyz	data/primary_calculations/canonical_surface/cmp/docking/raw/flower_ring.xyz	9514	docking provenance used for frame selection
cmp	canonical	frame14	initial	primary		/data/Seafile/cmp/frames/frame14/frame14.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/initial/frame14.xyz	11880	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.bibtex	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.bibtex	4659	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.cpcm_corr	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.cpcm_corr	232615	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.densitiesinfo	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.densitiesinfo	1838	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.engrad	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.engrad	18100	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.inp	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.inp	586	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.opt	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.opt	128828	
cmp	canonical	frame14	solvated	primary	normal	/data/Seafile/cmp/frames/frame14/cmp_frame14.out	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.out	14555633	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14.xyz	12097	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/cmp_frame14_trj.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/cmp_frame14_trj.xyz	723615	
cmp	canonical	frame14	solvated	primary		/data/Seafile/cmp/frames/frame14/frame14.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/solvated/frame14.xyz	11880	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14.xyz	12097	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.bibtex	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.bibtex	4334	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.densitiesinfo	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.densitiesinfo	1838	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.engrad	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.engrad	18100	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.inp	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.inp	578	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.opt	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.opt	128228	
cmp	canonical	frame14	dry	primary	normal	/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.out	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.out	7395306	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry.xyz	12105	
cmp	canonical	frame14	dry	primary		/data/Seafile/cmp/frames/frame14/dry/cmp_frame14_dry_trj.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame14/dry/cmp_frame14_dry_trj.xyz	358375	
cmp	canonical	frame15	initial	primary		/data/Seafile/cmp/frames/frame15/frame15.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/initial/frame15.xyz	11872	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.bibtex	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.bibtex	4659	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.cpcm_corr	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.cpcm_corr	230371	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.densitiesinfo	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.densitiesinfo	1838	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.engrad	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.engrad	18100	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.inp	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.inp	586	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.opt	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.opt	124616	
cmp	canonical	frame15	solvated	primary	normal	/data/Seafile/cmp/frames/frame15/cmp_frame15.out	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.out	6481430	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15.xyz	12064	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/cmp_frame15_trj.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/cmp_frame15_trj.xyz	310944	
cmp	canonical	frame15	solvated	primary		/data/Seafile/cmp/frames/frame15/frame15.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/solvated/frame15.xyz	11872	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15.xyz	12064	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.bibtex	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.bibtex	4334	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.densitiesinfo	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.densitiesinfo	1838	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.engrad	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.engrad	18100	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.inp	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.inp	578	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.opt	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.opt	133280	
cmp	canonical	frame15	dry	primary	normal	/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.out	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.out	7265718	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry.xyz	12105	
cmp	canonical	frame15	dry	primary		/data/Seafile/cmp/frames/frame15/dry/cmp_frame15_dry_trj.xyz	data/primary_calculations/canonical_surface/cmp/selected_frames/frame15/dry/cmp_frame15_dry_trj.xyz	343125	
cmp	aluminium		docking	primary	not_normal	/data/Seafile/cmp/al_surf/al_docking/docking.docker.struc1.opt1.out	data/primary_calculations/aluminium_surface/cmp/docking/raw/docking.docker.struc1.opt1.out	16327084	docking provenance used for frame selection
cmp	aluminium		docking	primary		/data/Seafile/cmp/al_surf/al_docking/docking.inp	data/primary_calculations/aluminium_surface/cmp/docking/raw/docking.inp	122	docking provenance used for frame selection
cmp	aluminium		docking	primary	normal	/data/Seafile/cmp/al_surf/al_docking/docking.out	data/primary_calculations/aluminium_surface/cmp/docking/raw/docking.out	24665	docking provenance used for frame selection
cmp	aluminium		docking	primary		/data/Seafile/cmp/al_surf/al_docking/flower_ring_al.xyz	data/primary_calculations/aluminium_surface/cmp/docking/raw/flower_ring_al.xyz	9539	docking provenance used for frame selection
cmp	aluminium	frame14	initial	primary		/data/Seafile/cmp/al_surf/frames/frame14/frame14.xyz	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/initial/frame14.xyz	11881	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.bibtex	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.bibtex	4659	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.cpcm_corr	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.cpcm_corr	232258	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.densitiesinfo	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.densitiesinfo	1838	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.engrad	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.engrad	18100	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.inp	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.inp	586	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.opt	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.opt	122804	
cmp	aluminium	frame14	solvated	primary	normal	/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.out	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.out	17133241	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14.xyz	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14.xyz	12108	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/cmp_al_frame14_trj.xyz	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/cmp_al_frame14_trj.xyz	869592	
cmp	aluminium	frame14	solvated	primary		/data/Seafile/cmp/al_surf/frames/frame14/frame14.xyz	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/solvated/frame14.xyz	11881	
cmp	aluminium	frame14	dry	primary		/data/Seafile/cmp/al_surf/frames/frame14/dry/cmp_al_frame14.xyz	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/dry/cmp_al_frame14.xyz	12108	
cmp	aluminium	frame14	dry	primary		/data/Seafile/cmp/al_surf/frames/frame14/dry/cmp_al_frame14_dry.bibtex	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/dry/cmp_al_frame14_dry.bibtex	4659	
cmp	aluminium	frame14	dry	primary		/data/Seafile/cmp/al_surf/frames/frame14/dry/cmp_al_frame14_dry.cpcm_corr	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/dry/cmp_al_frame14_dry.cpcm_corr	232156	
cmp	aluminium	frame14	dry	primary		/data/Seafile/cmp/al_surf/frames/frame14/dry/cmp_al_frame14_dry.densitiesinfo	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/dry/cmp_al_frame14_dry.densitiesinfo	1838	
cmp	aluminium	frame14	dry	primary		/data/Seafile/cmp/al_surf/frames/frame14/dry/cmp_al_frame14_dry.engrad	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/dry/cmp_al_frame14_dry.engrad	18100	
cmp	aluminium	frame14	dry	primary		/data/Seafile/cmp/al_surf/frames/frame14/dry/cmp_al_frame14_dry.inp	data/primary_calculations/aluminium_surface/cmp/selected_frames/frame14/dry/cmp_al_frame14_dry.inp	593	
